,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
26,Marquise Brown,ARI,WR,0.5,2.5,0.0,84.6,"1,042.7",6.5,0.9,0.0,0.0,0,0.0,0.0
27,Courtland Sutton,DEN,WR,0.5,1.5,0.0,69.9,"1,033.5",6.4,0.7,0.0,0.0,0,0.0,0.0
28,Adam Thielen,MIN,WR,1.0,3.0,0.0,74.8,831.7,9.3,0.8,0.0,0.0,0,0.0,0.0
29,Tyler Lockett,SEA,WR,2.0,8.0,0.0,83.5,"1,070.6",4.9,0.7,0.0,0.0,0,0.0,0.0
30,Michael Thomas,NO,WR,0.5,-2.0,0.0,87.9,"1,018.1",6.0,0.7,0.0,0.0,0,0.0,0.0
31,Elijah Moore,NYJ,WR,7.0,71.4,1.1,62.1,831.6,6.2,0.8,0.0,0.0,0,0.0,0.0
32,DeVonta Smith,PHI,WR,0.0,0.0,0.0,66.4,933.0,6.9,0.7,0.0,0.0,0,0.0,0.0
33,Amon-Ra St. Brown,DET,WR,9.8,69.9,0.8,83.3,895.5,5.4,0.8,0.0,0.0,0,0.0,0.0
34,Allen Robinson II,LAR,WR,0.0,0.0,0.0,73.0,957.3,5.8,0.7,0.0,0.0,0,0.0,0.0
35,Rashod Bateman,BAL,WR,0.0,0.0,0.0,75.8,990.3,4.8,0.8,0.0,0.0,0,0.0,0.0
36,Michael Gallup,DAL,WR,0.0,0.0,0.0,61.9,897.4,6.1,0.6,0.0,0.0,0,0.0,0.0
37,Hunter Renfrow,LV,WR,3.0,13.0,0.1,81.6,845.5,6.7,1.0,0.0,0.0,0,0.0,0.0
38,Treylon Burks,TEN,WR,5.1,29.1,0.1,61.7,892.2,5.3,1.2,0.0,0.0,0,0.0,0.0
39,JuJu Smith-Schuster,KC,WR,2.5,9.5,1.0,77.8,833.6,5.6,0.8,0.0,0.0,0,0.0,0.0
40,Chase Claypool,PIT,WR,13.4,74.6,0.3,62.1,890.2,3.7,0.7,0.0,0.0,0,0.0,0.0
41,Drake London,ATL,WR,1.0,4.5,0.0,68.8,927.0,4.6,1.2,0.0,0.0,0,0.0,0.0
42,Russell Gage,TB,WR,0.5,2.0,0.0,74.8,830.5,5.9,1.3,0.0,0.0,0,0.0,0.0
43,Tim Patrick,DEN,WR,0.0,0.0,0.0,56.4,777.1,6.5,0.7,0.0,0.0,0,0.0,0.0
44,Brandon Aiyuk,SF,WR,3.7,19.2,0.1,60.8,840.4,4.9,0.8,0.0,0.0,0,0.0,0.0
45,Robert Woods,TEN,WR,11.7,73.6,1.1,66.7,755.0,4.4,0.7,0.0,0.0,0,0.0,0.0
46,Garrett Wilson,NYJ,WR,2.0,12.2,0.0,58.3,852.9,4.8,1.2,0.0,0.0,0,0.0,0.0
47,Christian Kirk,JAC,WR,1.0,9.5,0.0,78.2,892.8,4.0,0.7,0.0,0.0,0,0.0,0.0
48,Chris Olave,NO,WR,1.5,5.5,0.0,54.2,810.4,5.3,0.7,0.0,0.0,0,0.0,0.0
49,Allen Lazard,GB,WR,3.5,27.8,0.1,51.3,665.4,7.2,0.6,0.0,0.0,0,0.0,0.0
50,Marquez Valdes-Scantling,KC,WR,1.4,7.4,0.0,43.3,773.3,5.2,0.1,0.0,0.0,0,0.0,0.0
51,Christian Watson,GB,WR,3.0,17.3,0.1,52.0,758.0,5.5,1.2,0.0,0.0,0,0.0,0.0
52,Marvin Jones Jr.,JAC,WR,0.0,0.0,0.0,62.3,715.0,5.9,0.6,0.0,0.0,0,0.0,0.0
53,Kadarius Toney,NYG,WR,10.0,62.3,0.1,70.3,795.0,3.4,0.8,0.0,0.0,0,0.0,0.0
54,Kenny Golladay,NYG,WR,0.0,0.0,0.0,55.4,810.4,4.2,0.7,0.0,0.0,0,0.0,0.0
55,DeVante Parker,NE,WR,0.0,0.0,0.0,56.2,794.1,4.4,0.7,0.0,0.0,0,0.0,0.0
56,Mecole Hardman,KC,WR,10.3,70.9,0.8,55.0,696.0,4.1,1.3,0.0,0.0,0,0.0,0.0
57,K.J. Osborn,MIN,WR,0.5,4.5,0.0,51.3,678.5,5.9,0.6,0.0,0.0,0,0.0,0.0
58,Robby Anderson,CAR,WR,3.4,23.7,0.1,57.7,715.6,4.8,0.7,0.0,0.0,0,0.0,0.0
59,Alec Pierce,IND,WR,0.0,0.0,0.0,55.0,739.6,4.7,0.3,0.0,0.0,0,0.0,0.0
60,Jakobi Meyers,NE,WR,0.5,4.5,0.0,74.9,783.5,3.8,0.8,0.0,0.0,0,0.0,0.0
61,Jahan Dotson,WAS,WR,1.0,5.0,0.0,53.1,746.1,4.4,1.2,0.0,0.0,0,0.0,0.0
62,Tyler Boyd,CIN,WR,2.5,17.6,0.0,66.6,729.9,4.1,0.7,0.0,0.0,0,0.0,0.0
63,Corey Davis,NYJ,WR,0.0,0.0,0.0,51.1,689.9,4.7,0.7,0.0,0.0,0,0.0,0.0
64,Jameson Williams,DET,WR,1.0,5.0,0.0,49.0,690.9,4.4,0.7,0.0,0.0,0,0.0,0.0
65,Van Jefferson,LAR,WR,3.1,25.0,0.1,44.7,656.9,4.1,0.2,0.0,0.0,0,0.0,0.0
66,Skyy Moore,KC,WR,1.0,5.5,0.0,48.7,659.5,4.5,0.7,0.0,0.0,0,0.0,0.0
67,Jalen Tolbert,DAL,WR,1.0,5.5,0.0,47.2,652.1,4.5,0.6,0.0,0.0,0,0.0,0.0
68,John Metchie III,HOU,WR,0.0,0.0,0.0,58.4,710.7,3.5,0.4,0.0,0.0,0,0.0,0.0
69,DeAndre Hopkins,ARI,WR,0.0,1.0,0.0,54.3,623.6,4.8,0.7,0.0,0.0,0,0.0,0.0
70,Joshua Palmer,LAC,WR,0.0,0.0,0.0,51.1,592.2,4.9,0.4,0.0,0.0,0,0.0,0.0
71,D.J. Chark Jr.,DET,WR,0.5,4.0,0.0,40.6,591.3,4.6,0.1,0.0,0.0,0,0.0,0.0
72,Rondale Moore,ARI,WR,23.7,122.7,0.5,63.5,560.9,2.9,0.9,0.0,0.0,0,0.0,0.0
73,George Pickens,PIT,WR,0.0,0.0,0.0,52.4,675.6,3.1,0.3,0.0,0.0,0,0.0,0.0
74,A.J. Green,ARI,WR,0.0,0.0,0.0,44.4,645.2,3.5,0.6,0.0,0.0,0,0.0,0.0
75,Donovan Peoples-Jones,CLE,WR,0.0,0.0,0.0,40.3,657.8,3.2,0.7,0.0,0.0,0,0.0,0.0
76,Curtis Samuel,WAS,WR,17.2,89.5,0.9,45.5,489.7,3.4,0.7,0.0,0.0,0,0.0,0.0
77,Cedrick Wilson Jr.,MIA,WR,1.5,3.5,0.0,49.2,592.5,4.0,0.8,0.0,0.0,0,0.0,0.0
78,Kendrick Bourne,NE,WR,11.1,90.8,0.3,41.7,499.7,3.5,0.6,0.0,0.0,0,0.0,0.0
79,Velus Jones Jr.,CHI,WR,0.0,0.0,0.0,49.6,608.6,3.3,0.3,0.0,0.0,0,0.0,0.0
80,Jamison Crowder,BUF,WR,0.5,2.5,0.0,53.1,536.5,4.4,0.7,0.0,0.0,0,0.0,0.0
81,Nick Westbrook-Ikhine,TEN,WR,0.0,0.0,0.0,42.7,546.6,4.2,0.7,0.0,0.0,0,0.0,0.0
82,James Washington,DAL,WR,1.0,6.5,0.0,32.3,508.0,4.4,0.1,0.0,0.0,0,0.0,0.0
83,Braxton Berrios,NYJ,WR,11.0,71.4,2.3,42.0,420.4,2.6,0.6,0.0,0.0,0,0.0,0.0
84,Randall Cobb,GB,WR,2.0,7.4,0.0,40.1,484.1,4.8,0.7,0.0,0.0,0,0.0,0.0
85,Nico Collins,HOU,WR,0.0,0.0,0.0,42.9,573.1,2.6,0.2,0.0,0.0,0,0.0,0.0
86,Devin Duvernay,BAL,WR,9.3,62.4,0.4,41.5,461.8,3.0,0.4,0.0,0.0,0,0.0,0.0
87,Sammy Watkins,GB,WR,1.5,8.3,0.0,39.6,528.9,3.0,0.7,0.0,0.0,0,0.0,0.0
88,Marquez Callaway,NO,WR,0.0,0.0,0.0,33.9,463.2,3.9,0.1,0.0,0.0,0,0.0,0.0
89,Darius Slayton,NYG,WR,0.5,-5.0,0.0,35.7,507.4,3.2,0.6,0.0,0.0,0,0.0,0.0
90,Anthony Schwartz,CLE,WR,4.3,26.2,0.2,37.3,475.4,3.0,0.3,0.0,0.0,0,0.0,0.0
91,D'Wayne Eskridge,SEA,WR,7.9,52.5,0.3,37.6,462.3,2.6,0.3,0.0,0.0,0,0.0,0.0
92,Sterling Shepard,NYG,WR,2.5,9.5,0.0,55.2,522.9,2.3,0.6,0.0,0.0,0,0.0,0.0
93,Malik Turner,SF,WR,0.0,0.0,0.0,24.0,348.0,5.0,0.0,0.0,0.0,0,0.0,0.0
94,Jauan Jennings,SF,WR,0.0,0.0,0.0,35.9,407.6,4.0,0.1,0.0,0.0,0,0.0,0.0
95,Nelson Agholor,NE,WR,3.7,18.4,0.1,32.4,414.3,2.9,0.1,0.0,0.0,0,0.0,0.0
96,Olamide Zaccheaus,ATL,WR,0.5,1.0,0.0,35.8,436.9,2.9,0.1,0.0,0.0,0,0.0,0.0
97,Zay Jones,JAC,WR,1.0,1.5,0.0,42.6,475.9,2.3,0.6,0.0,0.0,0,0.0,0.0
98,Bryan Edwards,LV,WR,0.0,0.0,0.0,27.3,440.3,2.6,0.1,0.0,0.0,0,0.0,0.0
99,Terrace Marshall Jr.,CAR,WR,0.0,0.0,0.0,38.5,443.1,2.1,0.3,0.0,0.0,0,0.0,0.0
100,Laviska Shenault Jr.,JAC,WR,11.4,48.1,0.1,38.9,400.2,1.5,0.6,0.0,0.0,0,0.0,0.0
101,Tutu Atwell,LAR,WR,0.0,0.0,0.0,30.1,368.7,2.8,0.2,0.0,0.0,0,0.0,0.0
102,Amari Rodgers,GB,WR,1.0,9.5,0.0,30.6,408.8,2.1,0.6,0.0,0.0,0,0.0,0.0
103,Jalen Guyton,LAC,WR,7.8,39.0,0.2,23.9,341.6,2.2,0.1,0.0,0.0,0,0.0,0.0
104,David Bell,CLE,WR,1.0,6.0,0.0,27.9,388.1,2.3,0.6,0.0,0.0,0,0.0,0.0
105,Wan'Dale Robinson,NYG,WR,8.1,49.1,0.4,31.2,340.5,1.7,0.2,0.0,0.0,0,0.0,0.0
106,Byron Pringle,CHI,WR,0.0,0.0,0.0,35.6,390.8,1.9,0.3,0.0,0.0,0,0.0,0.0
107,Chris Conley,HOU,WR,0.0,0.0,0.0,29.0,383.8,1.7,0.3,0.0,0.0,0,0.0,0.0
108,Damiere Byrd,ATL,WR,0.0,1.0,0.0,35.9,405.8,1.5,0.6,0.0,0.0,0,0.0,0.0
109,Noah Brown,DAL,WR,0.0,0.5,0.0,30.8,350.5,2.1,0.1,0.0,0.0,0,0.0,0.0
110,James Proche II,BAL,WR,0.0,0.0,0.0,30.2,358.5,1.9,0.2,0.0,0.0,0,0.0,0.0
111,Deonte Harty,NO,WR,3.5,25.0,0.0,24.4,341.1,1.8,0.5,0.0,0.0,0,0.0,0.0
112,Isaiah McKenzie,BUF,WR,10.0,58.5,0.6,25.2,242.0,1.9,0.2,0.0,0.0,0,0.0,0.0
113,Tylan Wallace,BAL,WR,0.0,0.0,0.0,26.0,320.9,2.2,0.2,0.0,0.0,0,0.0,0.0
114,Danny Gray,SF,WR,1.0,5.5,0.0,22.8,347.7,1.4,0.5,0.0,0.0,0,0.0,0.0
115,Parris Campbell,IND,WR,0.0,0.0,0.0,26.3,325.2,1.6,0.2,0.0,0.0,0,0.0,0.0
116,Breshad Perriman,TB,WR,1.0,1.0,0.0,19.5,300.2,1.9,0.0,0.0,0.0,0,0.0,0.0
117,Quintez Cephus,DET,WR,0.0,0.0,0.0,18.6,253.6,2.6,0.0,0.0,0.0,0,0.0,0.0
118,KJ Hamler,DEN,WR,0.0,0.0,0.0,22.6,298.8,1.9,0.2,0.0,0.0,0,0.0,0.0
119,Zach Pascal,PHI,WR,0.0,0.0,0.0,16.7,202.7,2.1,0.1,0.0,0.0,0,0.0,0.0
120,Romeo Doubs,GB,WR,0.0,0.0,0.0,17.6,213.6,1.9,0.1,0.0,0.0,0,0.0,0.0
121,Tre'Quan Smith,NO,WR,8.8,53.1,0.3,13.7,153.9,1.2,0.2,0.0,0.0,0,0.0,0.0
122,Demarcus Robinson,LV,WR,0.0,0.0,0.0,18.1,207.4,1.4,0.1,0.0,0.0,0,0.0,0.0
123,Tyquan Thornton,NE,WR,0.0,0.0,0.0,17.3,204.4,1.3,0.1,0.0,0.0,0,0.0,0.0
124,Calvin Austin III,PIT,WR,0.0,0.0,0.0,18.2,202.6,1.0,0.1,0.0,0.0,0,0.0,0.0
125,Tyler Johnson,TB,WR,0.0,0.0,0.0,16.1,179.3,1.4,0.1,0.0,0.0,0,0.0,0.0
126,Ashton Dulin,IND,WR,4.7,30.3,0.2,12.6,155.7,1.0,0.1,0.0,0.0,0,0.0,0.0
127,Phillip Dorsett II,HOU,WR,0.0,0.0,0.0,14.5,175.1,1.0,0.1,0.0,0.0,0,0.0,0.0
128,Laquon Treadwell,JAC,WR,0.0,0.0,0.0,14.9,164.6,1.0,0.1,0.0,0.0,0,0.0,0.0
129,Bisi Johnson,MIN,WR,0.0,0.0,0.0,14.5,157.5,1.1,0.1,0.0,0.0,0,0.0,0.0
130,Racey McMath,TEN,WR,0.0,0.0,0.0,13.2,159.9,1.0,0.1,0.0,0.0,0,0.0,0.0
131,Brandon Zylstra,CAR,WR,0.0,0.0,0.0,14.6,168.3,0.7,0.1,0.0,0.0,0,0.0,0.0
132,Dazz Newsome,CHI,WR,0.0,0.0,0.0,13.1,157.1,0.9,0.1,0.0,0.0,0,0.0,0.0
133,KhaDarel Hodge,ATL,WR,0.0,0.0,0.0,12.0,151.3,0.8,0.1,0.0,0.0,0,0.0,0.0
134,Josh Reynolds,DET,WR,0.0,0.0,0.0,9.3,125.0,1.0,0.1,0.0,0.0,0,0.0,0.0
135,Freddie Swain,SEA,WR,2.0,12.0,0.1,10.5,128.3,0.7,0.1,0.0,0.0,0,0.0,0.0
136,Jalen Reagor,PHI,WR,9.1,50.0,0.3,5.6,69.7,0.6,0.2,0.0,0.0,0,0.0,0.0
137,Trent Sherfield,MIA,WR,0.0,0.0,0.0,9.9,118.6,0.9,0.1,0.0,0.0,0,0.0,0.0
138,Antoine Wesley,ARI,WR,0.0,0.0,0.0,9.4,115.0,0.8,0.1,0.0,0.0,0,0.0,0.0
139,Kyle Philips,TEN,WR,0.0,0.0,0.0,9.8,116.4,0.8,0.1,0.0,0.0,0,0.0,0.0
140,Equanimeous St. Brown,CHI,WR,0.0,0.0,0.0,9.0,123.2,0.5,0.1,0.0,0.0,0,0.0,0.0
141,Erik Ezukanma,MIA,WR,0.0,0.0,0.0,9.2,102.5,0.8,0.1,0.0,0.0,0,0.0,0.0
142,Jamal Agnew,JAC,WR,3.9,30.0,0.2,6.9,80.7,0.4,0.1,0.0,0.0,0,0.0,0.0
143,Dyami Brown,WAS,WR,0.0,0.0,0.0,7.9,96.9,0.7,0.1,0.0,0.0,0,0.0,0.0
144,Quez Watkins,PHI,WR,0.0,0.0,0.0,7.9,97.6,0.7,0.1,0.0,0.0,0,0.0,0.0
145,Collin Johnson,NYG,WR,0.0,0.0,0.0,8.8,101.3,0.6,0.1,0.0,0.0,0,0.0,0.0
146,Kalif Raymond,DET,WR,2.1,12.7,0.1,7.2,81.4,0.5,0.1,0.0,0.0,0,0.0,0.0
147,Simi Fehoko,DAL,WR,0.0,0.0,0.0,7.4,86.6,0.7,0.1,0.0,0.0,0,0.0,0.0
148,Ben Skowronek,LAR,WR,0.0,0.0,0.0,6.8,84.2,0.6,0.1,0.0,0.0,0,0.0,0.0
149,Juwann Winfree,GB,WR,0.0,0.0,0.0,6.5,79.2,0.6,0.1,0.0,0.0,0,0.0,0.0
150,Ihmir Smith-Marsette,MIN,WR,0.0,0.0,0.0,6.9,80.1,0.6,0.1,0.0,0.0,0,0.0,0.0
151,Auden Tate,ATL,WR,0.0,0.0,0.0,5.7,72.8,0.5,0.0,0.0,0.0,0,0.0,0.0
152,Chris Moore,HOU,WR,0.0,0.0,0.0,7.8,81.0,0.3,0.0,0.0,0.0,0,0.0,0.0
153,Cody Hollister,TEN,WR,0.0,0.0,0.0,6.0,74.3,0.4,0.0,0.0,0.0,0,0.0,0.0
154,Jakeem Grant Sr.,CLE,WR,2.1,12.7,0.1,4.8,58.6,0.3,0.0,0.0,0.0,0,0.0,0.0
155,DeAndre Carter,LAC,WR,0.0,0.0,0.0,5.4,60.2,0.5,0.1,0.0,0.0,0,0.0,0.0
156,Rashard Higgins,CAR,WR,0.0,0.0,0.0,6.8,72.0,0.3,0.1,0.0,0.0,0,0.0,0.0
157,Trent Taylor,CIN,WR,0.0,0.0,0.0,4.9,57.0,0.5,0.0,0.0,0.0,0,0.0,0.0
158,Kendall Hinton,DEN,WR,0.0,0.0,0.0,5.1,56.4,0.5,0.0,0.0,0.0,0,0.0,0.0
159,Mike Thomas,CIN,WR,0.0,0.0,0.0,4.9,59.0,0.4,0.0,0.0,0.0,0,0.0,0.0
160,Denzel Mims,NYJ,WR,0.0,0.0,0.0,4.3,58.8,0.4,0.0,0.0,0.0,0,0.0,0.0
161,Khalil Shakir,BUF,WR,2.0,12.4,0.1,3.7,42.5,0.4,0.0,0.0,0.0,0,0.0,0.0
162,Mike Strachan,IND,WR,0.0,0.0,0.0,4.8,54.1,0.4,0.0,0.0,0.0,0,0.0,0.0
163,Miles Boykin,PIT,WR,0.0,0.0,0.0,4.8,55.5,0.3,0.0,0.0,0.0,0,0.0,0.0
164,Ray-Ray McCloud,SF,WR,0.0,0.0,0.0,5.7,55.8,0.3,0.0,0.0,0.0,0,0.0,0.0
165,Josh Gordon,KC,WR,0.0,0.0,0.0,3.4,48.1,0.4,0.0,0.0,0.0,0,0.0,0.0
166,Penny Hart,SEA,WR,0.0,0.0,0.0,4.8,56.4,0.3,0.0,0.0,0.0,0,0.0,0.0
167,Jaelon Darden,TB,WR,0.0,0.0,0.0,3.8,45.3,0.4,0.0,0.0,0.0,0,0.0,0.0
168,Cyril Grayson Jr.,TB,WR,0.0,0.0,0.0,3.8,47.1,0.3,0.0,0.0,0.0,0,0.0,0.0
169,Marquez Stevenson,BUF,WR,0.0,0.0,0.0,3.5,39.9,0.4,0.0,0.0,0.0,0,0.0,0.0
170,Brandon Powell,LAR,WR,0.0,0.0,0.0,3.6,40.7,0.3,0.0,0.0,0.0,0,0.0,0.0
171,Jalen Nailor,MIN,WR,0.0,0.0,0.0,3.4,39.2,0.3,0.0,0.0,0.0,0,0.0,0.0
172,Andy Isabella,ARI,WR,0.0,0.0,0.0,3.3,41.0,0.3,0.0,0.0,0.0,0,0.0,0.0
173,Stanley Morgan Jr.,CIN,WR,0.0,0.0,0.0,3.1,39.1,0.3,0.0,0.0,0.0,0,0.0,0.0
174,Cam Sims,WAS,WR,0.0,0.0,0.0,3.1,38.7,0.3,0.0,0.0,0.0,0,0.0,0.0
175,Kawaan Baker,NO,WR,0.0,0.0,0.0,3.1,36.9,0.3,0.0,0.0,0.0,0,0.0,0.0
176,Shi Smith,CAR,WR,0.0,0.0,0.0,3.4,38.6,0.2,0.0,0.0,0.0,0,0.0,0.0
177,Frank Darby,ATL,WR,0.0,0.0,0.0,3.1,36.5,0.2,0.0,0.0,0.0,0,0.0,0.0
178,Isaiah Coulter,CHI,WR,0.0,0.0,0.0,3.0,36.1,0.2,0.0,0.0,0.0,0,0.0,0.0
179,Mack Hollins,LV,WR,0.0,0.0,0.0,1.5,20.2,0.2,0.0,0.0,0.0,0,0.0,0.0
180,Preston Williams,MIA,WR,0.0,0.0,0.0,1.5,19.2,0.2,0.0,0.0,0.0,0,0.0,0.0
181,Jason Moore Jr.,LAC,WR,0.0,0.0,0.0,1.7,21.0,0.2,0.0,0.0,0.0,0,0.0,0.0
182,Seth Williams,DEN,WR,0.0,0.0,0.0,1.7,19.3,0.2,0.0,0.0,0.0,0,0.0,0.0
183,Dax Milne,WAS,WR,0.0,0.0,0.0,1.6,17.8,0.1,0.0,0.0,0.0,0,0.0,0.0
184,Matt Cole,SEA,WR,0.0,0.0,0.0,1.7,18.6,0.1,0.0,0.0,0.0,0,0.0,0.0
185,Dezmon Patmon,IND,WR,0.0,0.0,0.0,1.5,17.9,0.1,0.0,0.0,0.0,0,0.0,0.0
186,Jeff Smith,NYJ,WR,0.0,0.0,0.0,1.5,18.0,0.1,0.0,0.0,0.0,0,0.0,0.0
187,Ty Montgomery,NE,WR,0.0,0.0,0.0,1.7,17.8,0.1,0.0,0.0,0.0,0,0.0,0.0
188,Greg Ward,PHI,WR,0.0,0.0,0.0,1.5,13.2,0.1,0.0,0.0,0.0,0,0.0,0.0
189,0,0,WR,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
190,0,0,WR,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Josh Allen,BUF,QB,119.0,721.5,6.1,0.0,0,0.0,3.8,599.6,382.2,"4,356.0",34.7,15.3
2,Patrick Mahomes II,KC,QB,65.8,387.9,2.9,0.0,0,0.0,3.6,639.9,421.8,"4,739.0",34.0,13.0
3,Justin Herbert,LAC,QB,61.7,285.9,3.2,0.0,0,0.0,2.0,631.4,418.6,"4,640.2",33.5,14.2
4,Jalen Hurts,PHI,QB,145.5,778.7,8.6,0.0,0,0.0,3.5,487.4,299.2,"3,545.0",24.5,13.4
5,Lamar Jackson,BAL,QB,165.0,930.7,3.9,0.0,0,0.0,4.4,532.7,348.4,"3,775.2",24.2,14.6
6,Kyler Murray,ARI,QB,102.8,470.5,5.0,0.0,0,0.0,3.0,570.5,386.2,"4,157.4",26.3,14.0
7,Tom Brady,TB,QB,29.0,54.9,2.1,0.0,0,0.0,3.2,674.7,445.8,"4,753.4",34.3,12.9
8,Dak Prescott,DAL,QB,53.5,179.4,2.8,0.0,0,0.0,5.5,617.0,411.4,"4,573.3",32.6,12.7
9,Matthew Stafford,LAR,QB,38.6,70.6,1.8,0.0,0,0.0,2.7,585.5,396.3,"4,593.3",32.6,15.9
10,Joe Burrow,CIN,QB,46.9,150.3,2.6,0.0,0,0.0,2.3,561.6,376.2,"4,376.1",30.3,14.5
11,Aaron Rodgers,GB,QB,35.3,117.3,2.0,0.0,0,0.0,2.1,546.6,366.3,"4,096.3",32.3,7.5
12,Russell Wilson,DEN,QB,63.2,276.1,2.1,0.0,0,0.0,3.1,559.0,361.9,"4,156.0",28.5,9.9
13,Trey Lance,SF,QB,111.2,489.1,4.3,0.0,0,0.0,2.0,482.5,302.6,"3,753.4",23.3,14.8
14,Kirk Cousins,MIN,QB,29.9,104.7,1.1,0.0,0,0.0,3.9,572.3,374.4,"4,244.5",30.2,10.9
15,Derek Carr,LV,QB,34.1,105.5,1.2,0.0,0,0.0,4.9,609.7,412.2,"4,572.2",26.6,15.0
