,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
16,Deshaun Watson,CLE,QB,82.9,442.7,5.1,0.0,0,0.0,2.8,417.0,272.7,"3,173.0",21.5,10.4
17,Tua Tagovailoa,MIA,QB,53.0,160.7,3.0,0.0,0,0.0,2.7,565.5,374.7,"3,919.4",24.9,14.3
18,Trevor Lawrence,JAC,QB,71.8,320.5,2.2,0.0,0,0.0,4.1,592.4,375.5,"3,959.3",22.1,14.9
19,Zach Wilson,NYJ,QB,43.2,271.2,2.5,0.0,0,0.0,2.4,582.7,349.7,"3,861.1",23.6,18.7
20,Justin Fields,CHI,QB,99.5,538.8,3.0,0.0,0,0.0,6.7,522.9,327.6,"3,636.8",19.8,18.2
21,Ryan Tannehill,TEN,QB,53.0,248.1,3.6,0.0,0,0.0,3.5,498.2,331.0,"3,552.9",23.7,15.4
22,Carson Wentz,WAS,QB,57.0,202.3,1.5,0.0,0,0.0,4.7,537.8,350.4,"3,764.6",24.6,11.0
23,Matt Ryan,IND,QB,44.5,128.2,1.9,0.0,0,0.0,4.5,515.8,332.2,"3,686.7",26.0,11.6
24,Daniel Jones,NYG,QB,85.3,416.0,2.5,0.0,0,0.0,5.6,544.8,335.5,"3,531.9",19.2,18.3
25,Jameis Winston,NO,QB,68.9,314.6,1.3,0.0,0,0.0,3.5,472.5,295.6,"3,260.9",23.2,12.7
26,Jared Goff,DET,QB,27.2,88.8,1.1,0.0,0,0.0,5.1,564.2,372.6,"3,785.4",24.4,13.0
27,Mac Jones,NE,QB,34.3,110.1,0.7,0.0,0,0.0,2.3,524.0,346.1,"3,772.2",23.7,16.7
28,Davis Mills,HOU,QB,27.8,87.8,0.6,0.0,0,0.0,2.5,562.0,365.3,"3,889.1",20.7,16.6
29,Drew Lock,SEA,QB,37.7,166.8,1.9,0.0,0,0.0,3.0,428.3,275.0,"3,104.8",18.4,10.6
30,Marcus Mariota,ATL,QB,38.9,214.9,1.2,0.0,0,0.0,1.1,429.2,274.4,"2,926.3",15.3,14.8
31,Sam Darnold,CAR,QB,47.4,206.8,2.5,0.0,0,0.0,4.0,468.3,285.8,"2,976.4",14.3,18.2
32,Mitchell Trubisky,PIT,QB,28.2,83.1,0.9,0.0,0,0.0,1.5,382.7,243.8,"2,386.5",14.4,7.7
33,Kenny Pickett,PIT,QB,20.2,74.1,0.6,0.0,0,0.0,1.8,284.6,172.5,"1,780.7",10.0,6.5
34,Taysom Hill,NO,QB,85.0,391.0,4.0,0.0,0,0.0,3.0,124.0,72.0,809.0,4.0,6.0
35,Geno Smith,SEA,QB,18.2,68.0,0.8,0.0,0,0.0,2.0,214.9,139.8,"1,568.5",7.2,4.3
36,Desmond Ridder,ATL,QB,16.2,71.4,0.5,0.0,0,0.0,1.0,141.2,86.8,949.0,5.3,4.0
37,Matt Corral,CAR,QB,13.2,58.2,0.5,0.0,0,0.0,1.0,136.1,82.9,911.0,4.4,3.8
38,Jacoby Brissett,CLE,QB,12.5,45.2,0.6,0.0,0,0.0,1.4,115.9,73.8,784.4,5.0,2.5
39,Teddy Bridgewater,MIA,QB,5.5,20.1,0.2,0.0,0,0.0,0.2,45.9,30.6,328.7,2.1,1.1
40,Tyler Huntley,BAL,QB,11.4,66.2,0.4,0.0,0,0.0,0.3,35.6,22.8,236.0,1.5,1.0
41,Gardner Minshew II,PHI,QB,7.1,34.5,0.1,0.0,0,0.0,0.2,40.3,25.5,292.5,2.0,1.0
42,Tyrod Taylor,NYG,QB,6.8,35.4,0.3,0.0,0,0.0,0.3,43.5,26.5,289.9,1.7,1.4
43,Andy Dalton,NO,QB,4.7,18.2,0.1,0.0,0,0.0,0.2,41.0,26.1,274.5,1.8,1.5
44,Case Keenum,BUF,QB,1.5,7.2,0.0,0.0,0,0.0,0.1,30.2,19.3,218.2,2.0,0.9
45,Chad Henne,KC,QB,2.8,5.6,0.1,0.0,0,0.0,0.2,32.1,20.5,224.4,1.5,0.9
46,Brett Rypien,DEN,QB,1.4,5.4,0.1,0.0,0,0.0,0.2,33.4,19.8,220.4,1.6,1.3
47,Cooper Rush,DAL,QB,3.3,4.6,0.0,0.0,0,0.0,0.1,30.6,18.7,212.3,1.5,0.9
48,Brandon Allen,CIN,QB,2.7,9.9,0.0,0.0,0,0.0,0.1,28.2,18.3,205.6,1.3,0.9
49,Jordan Love,GB,QB,2.9,11.5,0.0,0.0,0,0.0,0.2,27.4,16.0,179.6,1.5,0.6
50,Chase Daniel,LAC,QB,2.7,8.1,0.0,0.0,0,0.0,0.1,30.7,19.0,207.3,1.4,1.1
51,John Wolford,LAR,QB,2.7,11.2,0.0,0.0,0,0.0,0.1,28.5,17.6,195.1,1.3,1.1
52,Colt McCoy,ARI,QB,2.5,9.7,0.0,0.0,0,0.0,0.2,28.7,19.0,201.7,1.2,0.9
53,Josh Johnson,DEN,QB,4.0,18.0,0.0,0.0,0,0.0,0.0,24.0,16.0,172.0,1.0,0.0
54,Jimmy Garoppolo,SF,QB,2.8,10.0,0.0,0.0,0,0.0,0.1,24.4,16.6,197.9,1.2,0.9
55,Kyle Trask,TB,QB,1.3,4.8,0.0,0.0,0,0.0,0.1,28.7,17.4,181.7,1.4,0.6
56,Joe Flacco,NYJ,QB,2.4,11.3,0.0,0.0,0,0.0,0.6,30.2,18.7,207.3,1.3,0.8
57,Nick Mullens,LV,QB,2.2,2.8,0.0,0.0,0,0.0,0.6,30.6,20.5,228.4,1.3,1.1
58,Malik Willis,TEN,QB,2.5,12.0,0.1,0.0,0,0.0,0.1,27.5,17.2,188.1,1.1,0.9
59,C.J. Beathard,JAC,QB,2.8,11.3,0.0,0.0,0,0.0,0.7,28.9,17.8,194.8,1.2,0.4
60,Tim Boyle,DET,QB,2.6,10.2,0.0,0.0,0,0.0,0.1,28.4,17.5,181.9,1.2,1.1
61,Trevor Siemian,CHI,QB,2.0,9.0,0.0,0.0,0,0.0,0.1,28.2,17.3,190.2,1.1,0.8
62,Mason Rudolph,PIT,QB,4.0,13.0,0.0,0.0,0,0.0,0.0,27.0,17.0,159.0,1.0,0.0
63,Taylor Heinicke,WAS,QB,3.4,14.1,0.0,0.0,0,0.0,0.1,23.0,15.0,158.8,1.0,0.4
64,Brian Hoyer,NE,QB,3.1,3.3,0.0,0.0,0,0.0,0.1,26.5,17.1,187.5,1.2,1.1
65,Garrett Gilbert,LV,QB,4.0,15.0,0.0,0.0,0,0.0,0.0,26.0,14.0,162.0,1.0,1.0
66,Kellen Mond,MIN,QB,1.2,5.0,0.0,0.0,0,0.0,0.1,26.1,15.3,156.9,1.2,0.6
67,Kyle Allen,HOU,QB,1.7,6.6,0.0,0.0,0,0.0,0.7,28.4,18.0,196.3,1.1,0.9
68,Sean Mannion,MIN,QB,5.0,18.0,0.0,0.0,0,0.0,0.0,24.0,13.0,151.0,1.0,1.0
69,Sam Ehlinger,IND,QB,2.6,7.8,0.0,0.0,0,0.0,0.1,21.0,12.1,134.4,1.1,0.5
70,Mike White,NYJ,QB,4.0,4.0,0.0,0.0,0,0.0,0.0,25.0,14.0,159.0,1.0,1.0
71,Ian Book,NO,QB,5.0,14.0,0.0,0.0,0,0.0,0.0,20.0,10.0,112.0,1.0,1.0
72,Sam Howell,WAS,QB,0.3,1.0,0.0,0.0,0,0.0,0.1,7.7,4.7,51.0,0.3,0.3
73,Joshua Dobbs,CLE,QB,0.1,0.6,0.0,0.0,0,0.0,0.0,3.3,2.0,21.9,0.1,0.1
74,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
75,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Travis Kelce,KC,TE,0.0,0,0.0,104.5,"1,230.4",8.7,0.8,0.0,0.0,0,0.0,0.0
2,Mark Andrews,BAL,TE,0.0,0,0.0,91.4,"1,132.2",9.3,0.8,0.0,0.0,0,0.0,0.0
3,Darren Waller,LV,TE,0.0,0,0.0,81.5,994.0,4.8,0.7,0.0,0.0,0,0.0,0.0
4,George Kittle,SF,TE,0.0,0,0.0,74.9,956.2,5.4,0.8,0.0,0.0,0,0.0,0.0
5,Kyle Pitts,ATL,TE,0.0,0,0.0,74.0,983.4,4.0,0.7,0.0,0.0,0,0.0,0.0
6,Dalton Schultz,DAL,TE,0.0,0,0.0,76.4,756.0,6.1,0.7,0.0,0.0,0,0.0,0.0
7,Dallas Goedert,PHI,TE,0.0,0,0.0,61.8,811.0,5.0,0.7,0.0,0.0,0,0.0,0.0
8,T.J. Hockenson,DET,TE,0.0,0,0.0,66.9,680.1,5.6,0.7,0.0,0.0,0,0.0,0.0
9,Zach Ertz,ARI,TE,0.0,0,0.0,66.3,684.7,5.3,0.6,0.0,0.0,0,0.0,0.0
10,Mike Gesicki,MIA,TE,0.0,0,0.0,62.8,709.2,4.3,0.6,0.0,0.0,0,0.0,0.0
11,Dawson Knox,BUF,TE,0.0,0,0.0,44.6,540.9,6.3,0.1,0.0,0.0,0,0.0,0.0
12,David Njoku,CLE,TE,0.0,0,0.0,46.4,589.0,5.3,0.1,0.0,0.0,0,0.0,0.0
13,Hunter Henry,NE,TE,0.0,0,0.0,49.3,540.2,6.0,0.1,0.0,0.0,0,0.0,0.0
14,Noah Fant,SEA,TE,0.0,0,0.0,61.8,645.6,4.0,0.6,0.0,0.0,0,0.0,0.0
15,Pat Freiermuth,PIT,TE,0.0,0,0.0,63.4,540.6,5.7,0.7,0.0,0.0,0,0.0,0.0
16,Gerald Everett,LAC,TE,0.0,0,0.0,59.1,587.5,4.7,1.3,0.0,0.0,0,0.0,0.0
17,Logan Thomas,WAS,TE,0.0,0,0.0,48.7,519.1,5.5,0.6,0.0,0.0,0,0.0,0.0
18,Tyler Higbee,LAR,TE,0.0,0,0.0,58.7,576.2,4.3,0.7,0.0,0.0,0,0.0,0.0
19,Cole Kmet,CHI,TE,0.0,0,0.0,57.3,612.7,3.3,0.7,0.0,0.0,0,0.0,0.0
20,Irv Smith Jr.,MIN,TE,0.0,0,0.0,50.1,502.2,5.0,0.2,0.0,0.0,0,0.0,0.0
21,Austin Hooper,TEN,TE,0.0,0,0.0,54.5,504.4,5.0,0.6,0.0,0.0,0,0.0,0.0
22,Albert Okwuegbunam,DEN,TE,0.0,0,0.0,49.6,506.7,4.4,0.7,0.0,0.0,0,0.0,0.0
23,Evan Engram,JAC,TE,0.0,0,0.0,53.4,563.2,3.3,0.7,0.0,0.0,0,0.0,0.0
24,Robert Tonyan,GB,TE,0.0,0,0.0,44.5,476.3,4.4,0.1,0.0,0.0,0,0.0,0.0
25,Hayden Hurst,CIN,TE,0.0,0,0.0,42.8,431.9,4.3,0.7,0.0,0.0,0,0.0,0.0
26,Mo Alie-Cox,IND,TE,0.0,0,0.0,30.5,394.8,4.0,0.1,0.0,0.0,0,0.0,0.0
27,Brevin Jordan,HOU,TE,0.0,0,0.0,43.0,428.6,3.5,0.2,0.0,0.0,0,0.0,0.0
28,C.J. Uzomah,NYJ,TE,0.0,0,0.0,46.8,426.9,3.3,0.1,0.0,0.0,0,0.0,0.0
29,Cameron Brate,TB,TE,0.0,0,0.0,37.8,357.1,3.7,0.2,0.0,0.0,0,0.0,0.0
30,Adam Trautman,NO,TE,0.0,0,0.0,38.6,391.6,3.3,0.6,0.0,0.0,0,0.0,0.0
31,Harrison Bryant,CLE,TE,0.0,0,0.0,29.5,324.1,4.0,0.1,0.0,0.0,0,0.0,0.0
32,Foster Moreau,LV,TE,0.0,0,0.0,22.7,278.1,3.2,0.1,0.0,0.0,0,0.0,0.0
33,Dan Arnold,JAC,TE,0.0,0,0.0,30.0,354.5,1.7,0.7,0.0,0.0,0,0.0,0.0
34,Paul Quessenberry,HOU,TE,0.0,0,0.0,35.0,336.0,2.0,1.0,0.0,0.0,0,0.0,0.0
35,Geoff Swaim,TEN,TE,0.0,0,0.0,29.7,245.3,2.9,0.1,0.0,0.0,0,0.0,0.0
36,Jonnu Smith,NE,TE,0.0,0,0.0,28.2,300.8,2.0,0.1,0.0,0.0,0,0.0,0.0
37,James O'Shaughnessy,CHI,TE,0.0,0,0.0,29.6,320.4,1.4,0.1,0.0,0.0,0,0.0,0.0
38,O.J. Howard,BUF,TE,0.0,0,0.0,25.3,283.2,2.0,0.1,0.0,0.0,0,0.0,0.0
39,Ricky Seals-Jones,NYG,TE,0.0,0,0.0,27.7,263.7,2.4,0.1,0.0,0.0,0,0.0,0.0
40,John Bates,WAS,TE,0.0,0,0.0,24.7,300.3,1.6,0.1,0.0,0.0,0,0.0,0.0
41,Donald Parham Jr.,LAC,TE,0.0,0,0.0,22.1,225.1,2.8,0.1,0.0,0.0,0,0.0,0.0
42,Tyler Conklin,NYJ,TE,0.0,0,0.0,30.3,296.5,1.6,0.1,0.0,0.0,0,0.0,0.0
43,Tommy Tremble,CAR,TE,0.0,0,0.0,27.8,278.8,1.6,0.1,0.0,0.0,0,0.0,0.0
44,Maxx Williams,ARI,TE,0.0,0,0.0,26.3,282.7,1.5,0.1,0.0,0.0,0,0.0,0.0
45,Jordan Akins,NYG,TE,0.0,0,0.0,29.4,275.0,1.5,0.6,0.0,0.0,0,0.0,0.0
46,Cade Otton,TB,TE,0.0,0,0.0,22.4,235.5,1.9,0.1,0.0,0.0,0,0.0,0.0
47,Kendall Blanton,LAR,TE,0.0,0,0.0,22.4,238.1,1.9,0.5,0.0,0.0,0,0.0,0.0
48,Kylen Granson,IND,TE,0.0,0,0.0,21.9,226.8,1.9,0.2,0.0,0.0,0,0.0,0.0
49,Will Dissly,SEA,TE,0.0,0,0.0,22.3,231.3,1.5,0.1,0.0,0.0,0,0.0,0.0
50,Anthony Firkser,ATL,TE,0.0,0,0.0,28.9,244.8,1.4,0.6,0.0,0.0,0,0.0,0.0
51,Pharaoh Brown,HOU,TE,0.0,0,0.0,28.8,249.9,1.1,0.6,0.0,0.0,0,0.0,0.0
52,Ian Thomas,CAR,TE,0.0,0,0.0,21.8,208.2,1.0,0.1,0.0,0.0,0,0.0,0.0
53,Brock Wright,DET,TE,0.0,0,0.0,16.3,154.2,1.8,0.0,0.0,0.0,0,0.0,0.0
54,Marcedes Lewis,GB,TE,0.0,0,0.0,17.6,162.4,1.4,0.5,0.0,0.0,0,0.0,0.0
55,Ryan Izzo,TEN,TE,0.0,0,0.0,11.0,162.0,1.0,0.0,0.0,0.0,0,0.0,0.0
56,Josiah Deguara,GB,TE,0.0,0,0.0,13.3,139.0,1.3,0.1,0.0,0.0,0,0.0,0.0
57,Nick Boyle,BAL,TE,0.0,0,0.0,13.5,124.3,1.3,0.0,0.0,0.0,0,0.0,0.0
58,Ko Kieft,TB,TE,0.0,0,0.0,13.5,138.0,1.1,0.0,0.0,0.0,0,0.0,0.0
59,Durham Smythe,MIA,TE,0.0,0,0.0,15.1,155.9,0.7,0.0,0.0,0.0,0,0.0,0.0
60,Brycen Hopkins,LAR,TE,0.0,0,0.0,12.0,138.0,1.0,0.0,0.0,0.0,0,0.0,0.0
61,Ryan Griffin,CHI,TE,0.0,0,0.0,12.7,127.5,1.2,0.0,0.0,0.0,0,0.0,0.0
62,Matt Bushman,KC,TE,0.0,0,0.0,14.0,136.0,1.0,0.0,0.0,0.0,0,0.0,0.0
63,Kyle Markway,LAR,TE,0.0,0,0.0,12.0,132.0,1.0,0.0,0.0,0.0,0,0.0,0.0
64,Kenny Yeboah,NYJ,TE,0.0,0,0.0,11.0,130.0,1.0,0.0,0.0,0.0,0,0.0,0.0
65,Nick Eubanks,CIN,TE,0.0,0,0.0,12.0,127.0,1.0,0.0,0.0,0.0,0,0.0,0.0
66,Stephen Anderson,ARI,TE,0.0,0,0.0,12.0,124.0,1.0,0.0,0.0,0.0,0,0.0,0.0
67,Nick Muse,MIN,TE,0.0,0,0.0,12.0,122.0,1.0,0.0,0.0,0.0,0,0.0,0.0
68,Greg Dulcich,DEN,TE,0.0,0,0.0,11.8,118.5,1.1,0.0,0.0,0.0,0,0.0,0.0
69,Chris Manhertz,JAC,TE,0.0,0,0.0,9.8,104.9,1.3,0.0,0.0,0.0,0,0.0,0.0
70,Jelani Woods,IND,TE,0.0,0,0.0,11.3,115.5,1.1,0.0,0.0,0.0,0,0.0,0.0
71,Jesper Horsted,CHI,TE,0.0,0,0.0,10.0,115.0,1.0,0.0,0.0,0.0,0,0.0,0.0
72,Alize Mack,GB,TE,0.0,0,0.0,11.0,114.0,1.0,0.0,0.0,0.0,0,0.0,0.0
73,Noah Gray,KC,TE,0.0,0,0.0,10.7,102.8,1.2,0.1,0.0,0.0,0,0.0,0.0
74,Trey McBride,ARI,TE,0.0,0,0.0,23.3,133.5,0.8,0.5,0.0,0.0,0,0.0,0.0
75,Blake Bell,KC,TE,0.0,0,0.0,13.3,117.3,0.9,0.0,0.0,0.0,0,0.0,0.0
76,Garrett Griffin,DET,TE,0.0,0,0.0,12.0,100.0,1.0,0.0,0.0,0.0,0,0.0,0.0
77,Connor Heyward,PIT,TE,0.0,0,0.0,11.5,115.7,0.7,0.1,0.0,0.0,0,0.0,0.0
78,Tyree Jackson,PHI,TE,0.0,0,0.0,9.7,100.0,1.0,0.1,0.0,0.0,0,0.0,0.0
79,Nick Vannett,NO,TE,0.0,0,0.0,10.1,109.9,0.8,0.1,0.0,0.0,0,0.0,0.0
80,Josh Oliver,BAL,TE,0.0,0,0.0,11.0,91.0,1.0,0.0,0.0,0.0,0,0.0,0.0
81,Jake Ferguson,DAL,TE,0.0,0,0.0,9.6,99.4,0.8,0.0,0.0,0.0,0,0.0,0.0
82,Jacob Harris,LAR,TE,0.0,0,0.0,9.0,96.9,0.8,0.0,0.0,0.0,0,0.0,0.0
83,Jody Fortson,KC,TE,0.0,0,0.0,8.3,89.8,0.9,0.0,0.0,0.0,0,0.0,0.0
84,Juwan Johnson,NO,TE,0.0,0,0.0,6.2,68.6,1.2,0.0,0.0,0.0,0,0.0,0.0
85,Drew Sample,CIN,TE,0.0,0,0.0,10.0,89.4,0.8,0.0,0.0,0.0,0,0.0,0.0
86,Luke Farrell,JAC,TE,0.0,0,0.0,9.8,91.1,0.8,0.0,0.0,0.0,0,0.0,0.0
87,Ben Ellefson,MIN,TE,0.0,0,0.0,7.7,81.3,0.8,0.0,0.0,0.0,0,0.0,0.0
88,Sean McKeon,DAL,TE,0.0,0,0.0,8.3,84.2,0.8,0.1,0.0,0.0,0,0.0,0.0
89,Tre' McKitty,LAC,TE,0.0,0,0.0,8.3,84.6,0.8,0.1,0.0,0.0,0,0.0,0.0
90,Tommy Hudson,TEN,TE,0.0,0,0.0,8.1,80.5,0.7,0.0,0.0,0.0,0,0.0,0.0
91,Antony Auclair,HOU,TE,0.0,0,0.0,8.6,74.8,0.7,0.0,0.0,0.0,0,0.0,0.0
92,Tommy Sweeney,BUF,TE,0.0,0,0.0,7.9,73.3,0.7,0.0,0.0,0.0,0,0.0,0.0
93,Jeremy Sprinkle,DAL,TE,0.0,0,0.0,7.5,77.6,0.6,0.0,0.0,0.0,0,0.0,0.0
94,Zach Gentry,PIT,TE,0.0,0,0.0,8.5,74.7,0.6,0.0,0.0,0.0,0,0.0,0.0
95,Jeremy Ruckert,NYJ,TE,0.0,0,0.0,7.3,73.3,0.7,0.0,0.0,0.0,0,0.0,0.0
96,Devin Asiasi,NE,TE,0.0,0,0.0,5.9,77.8,0.6,0.0,0.0,0.0,0,0.0,0.0
97,Dominique Dafney,GB,TE,0.0,0,0.0,5.3,67.1,0.7,0.0,0.0,0.0,0,0.0,0.0
98,Grant Calcaterra,PHI,TE,0.0,0,0.0,6.6,68.0,0.7,0.0,0.0,0.0,0,0.0,0.0
99,Miller Forristall,CLE,TE,0.0,0,0.0,7.1,72.2,0.6,0.1,0.0,0.0,0,0.0,0.0
100,Colby Parkinson,SEA,TE,0.0,0,0.0,7.2,72.4,0.6,0.1,0.0,0.0,0,0.0,0.0
101,Charlie Woerner,SF,TE,0.0,0,0.0,6.5,65.8,0.6,0.0,0.0,0.0,0,0.0,0.0
102,Isaiah Likely,BAL,TE,0.0,0,0.0,6.4,63.8,0.6,0.0,0.0,0.0,0,0.0,0.0
103,Hunter Long,MIA,TE,0.0,0,0.0,6.4,61.9,0.6,0.0,0.0,0.0,0,0.0,0.0
104,Cole Turner,WAS,TE,0.0,0,0.0,6.4,61.8,0.6,0.0,0.0,0.0,0,0.0,0.0
105,Teagan Quitoriano,HOU,TE,0.0,0,0.0,6.5,60.5,0.6,0.0,0.0,0.0,0,0.0,0.0
106,Andrew Ogletree,IND,TE,0.0,0,0.0,5.8,59.2,0.6,0.0,0.0,0.0,0,0.0,0.0
107,Ross Dwelley,SF,TE,0.0,0,0.0,6.3,60.1,0.5,0.0,0.0,0.0,0,0.0,0.0
108,Johnny Mundt,MIN,TE,0.0,0,0.0,5.6,57.0,0.5,0.0,0.0,0.0,0,0.0,0.0
109,Charlie Kolar,BAL,TE,0.0,0,0.0,5.2,54.6,0.5,0.0,0.0,0.0,0,0.0,0.0
110,Daniel Bellinger,NYG,TE,0.0,0,0.0,5.8,58.8,0.4,0.0,0.0,0.0,0,0.0,0.0
111,Parker Hesse,ATL,TE,0.0,0,0.0,5.3,54.0,0.4,0.0,0.0,0.0,0,0.0,0.0
112,Codey McElroy,TB,TE,0.0,0,0.0,4.4,46.5,0.4,0.0,0.0,0.0,0,0.0,0.0
113,Adam Shaheen,MIA,TE,0.0,0,0.0,3.9,38.2,0.5,0.0,0.0,0.0,0,0.0,0.0
114,Hunter Kampmoyer,LAC,TE,0.0,0,0.0,3.9,40.1,0.4,0.0,0.0,0.0,0,0.0,0.0
115,Eric Tomlinson,DEN,TE,0.0,0,0.0,3.5,36.8,0.3,0.0,0.0,0.0,0,0.0,0.0
116,Mitchell Wilcox,CIN,TE,0.0,0,0.0,3.6,36.5,0.3,0.0,0.0,0.0,0,0.0,0.0
117,Jack Stoll,PHI,TE,0.0,0,0.0,3.4,33.6,0.3,0.0,0.0,0.0,0,0.0,0.0
118,Sammis Reyes,WAS,TE,0.0,0,0.0,3.4,35.4,0.3,0.0,0.0,0.0,0,0.0,0.0
119,Stephen Sullivan,CAR,TE,0.0,0,0.0,3.7,36.9,0.2,0.0,0.0,0.0,0,0.0,0.0
120,Tyler Mabry,SEA,TE,0.0,0,0.0,3.6,36.3,0.2,0.0,0.0,0.0,0,0.0,0.0
121,Zach Davidson,MIN,TE,0.0,0,0.0,1.8,18.8,0.2,0.0,0.0,0.0,0,0.0,0.0
122,Shane Zylstra,DET,TE,0.0,0,0.0,1.8,18.1,0.2,0.0,0.0,0.0,0,0.0,0.0
123,Chris Myarick,NYG,TE,0.0,0,0.0,1.9,18.4,0.1,0.0,0.0,0.0,0,0.0,0.0
124,Chigoziem Okonkwo,TEN,TE,0.0,0,0.0,1.7,17.8,0.1,0.0,0.0,0.0,0,0.0,0.0
125,Jacob Hollister,LV,TE,0.0,0,0.0,1.8,16.7,0.2,0.0,0.0,0.0,0,0.0,0.0
126,John FitzPatrick,ATL,TE,0.0,0,0.0,1.7,17.3,0.1,0.0,0.0,0.0,0,0.0,0.0
127,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
128,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
